Sample_ID	JG_OTU	Group
ZDP_0947b	Zmm-LR-COSC-Mex-CUCH-2	ZMMLR
ZDP_0879b	Zmm-LR-COSC-Mex-DIEG	ZMMLR
ZDP_0880b	Zmm-LR-COSC-Mex-ELOT	ZMMLR
ZDP_0259a	Zmm-LR-COST-Col-AYAP	ZMMLR
ZDP_0055a	Zmm-LR-COST-Col-CAMP	ZMMLR
ZDP_0341a	Zmm-LR-COST-Col-MONT	ZMMLR
ZDP_0337a	Zmm-LR-COST-Col-PIVI	ZMMLR
ZDP_0067a	Zmm-LR-COST-Col-ZAMB	ZMMLR
ZDP_0898b	Zmm-LR-COST-Ven-APUR	ZMMLR
S1806	Zmm-LR-COST-Ven-COLM-1	ZMMLR
ZDP_1488b	Zmm-LR-COST-Ven-COLM-2	ZMMLR
ZDP_0936a	Zmm-LR-COST-Ven-YARA-1	ZMMLR
ZDP_0945b	Zmm-LR-COST-Ven-YARA-2_s	ZMMLR
ZDP_1220b	Zmm-LR-CPAM-Arg-HUMA	ZMMLR
ZDP_0177a	Zmm-LR-CRCH-Mex-GOME	ZMMLR
ZDP_1189b	Zmm-LR-CRCH-Mex-JUNT-1	ZMMLR
ZDP_1473a	Zmm-LR-CRCH-Mex-JUNT-2	ZMMLR
ZDP_0171a	Zmm-LR-CRCH-Mex-MADE	ZMMLR
S1832	Zmm-LR-CRNO-Chi-CAUT-1	ZMMLR
ZDP_1217b	Zmm-LR-CRNO-Chi-CAUT-2	ZMMLR
ZDP_1495b	Zmm-LR-CRNO-Chi-CAUT-3	ZMMLR
ZDP_0202a	Zmm-LR-CRNO-Chi-MALL	ZMMLR
ZDP_0045a	Zmm-LR-CROS-Arg-HUMA	ZMMLR
ZDP_0211a	Zmm-LR-CRSC-Chi	ZMMLR
ZDP_0212a	Zmm-LR-CRSC-Chi-CONC	ZMMLR
ZDP_0196a	Zmm-LR-CRSC-Chi-MALL	ZMMLR
ZDP_0205a	Zmm-LR-CRSC-Chi-OSOR	ZMMLR
ZDP_0638b	Zmm-LR-CRSD-Par-1	ZMMLR
ZDP_1057b	Zmm-LR-CRSD-Par-2	ZMMLR
ZDP_0204a	Zmm-LR-CRSG-Chi	ZMMLR
ZDP_0187a	Zmm-LR-CRSG-Chi-FUND	ZMMLR
ZDP_1005a	Zmm-LR-CRSG-Chi-MAUL	ZMMLR
ZDP_1028a	Zmm-LR-CRSG-Chi-NUBL	ZMMLR
ZDP_0200a	Zmm-LR-CRSN-Chi-MALL	ZMMLR
ZDP_0222a	Zmm-LR-CRSN-Chi-NUBL	ZMMLR
ZDP_0036a	Zmm-LR-CRSS-Arg-1	ZMMLR
ZDP_0039a	Zmm-LR-CRSS-Arg-2	ZMMLR
ZDP_0904a	Zmm-LR-CRSS-Uru	ZMMLR
ZDP_0063a	Zmm-LR-CRST-Bra-1	ZMMLR
ZDP_0614a	Zmm-LR-CRST-Bra-2	ZMMLR
ZDP_0882b	Zmm-LR-CRST-Bra-3	ZMMLR
ZDP_1060a	Zmm-LR-CRST-Bra-4	ZMMLR
ZDP_0948b	Zmm-LR-CRVP-Bra-1	ZMMLR
ZDP_1083a	Zmm-LR-CRVP-Bra-2	ZMMLR
S1831	Zmm-LR-CRVR-Bra-1	ZMMLR
ZDP_1119a	Zmm-LR-CRVR-Bra-2	ZMMLR
ZDP_1177a	Zmm-LR-CRVR-Bra-3	ZMMLR
ZDP_1497b	Zmm-LR-CRVR-Bra-4	ZMMLR
S1826	Zmm-LR-CTNP-Sur-1	ZMMLR
ZDP_0911a	Zmm-LR-CTNP-Sur-2	ZMMLR
ZDP_0922a	Zmm-LR-CTSE-Uru-1	ZMMLR
ZDP_0932a	Zmm-LR-CTSE-Uru-2	ZMMLR
ZDP_0951b	Zmm-LR-CTSG-Uru	ZMMLR
ZDP_1041b	Zmm-LR-CTSP-Arg	ZMMLR
ZDP_0982b	Zmm-LR-CTTA-Bra	ZMMLR
ZDP_1090a	Zmm-LR-CTTG-Bra	ZMMLR
ZDP_0389a	Zmm-LR-CTTN-Frg	ZMMLR
ZDP_0379a	Zmm-LR-CTTN-Guy-1	ZMMLR
ZDP_0444a	Zmm-LR-CTTN-Guy-2	ZMMLR
ZDP_1215b	Zmm-LR-CTTN-Sur-LELY	ZMMLR
S1825	Zmm-LR-CTTO-Bol-CANA-1	ZMMLR
ZDP_1153a	Zmm-LR-CTTO-Bol-CANA-2	ZMMLR
ZDP_1213a	Zmm-LR-CTTO-Bol-CANA-3	ZMMLR
ZDP_0142a	Zmm-LR-CTTO-Bol-PAND	ZMMLR
ZDP_0072a	Zmm-LR-CTTO-Bol-SAIP	ZMMLR
ZDP_0115b	Zmm-LR-CTTO-Bol-SANT	ZMMLR
ZDP_0062a	Zmm-LR-CTTO-Bra-1	ZMMLR
ZDP_0316a	Zmm-LR-CTTO-Bra-2	ZMMLR
ZDP_0351a	Zmm-LR-CTTO-Bra-3	ZMMLR
ZDP_0890b	Zmm-LR-CTTO-Bra-4	ZMMLR
ZDP_1035a	Zmm-LR-CTTO-Bra-5	ZMMLR
ZDP_0037a	Zmm-LR-CTTS-Arg-1	ZMMLR
ZDP_0038a	Zmm-LR-CTTS-Arg-2	ZMMLR
S1827	Zmm-LR-CTTS-Uru-1	ZMMLR
ZDP_0942b	Zmm-LR-CTTS-Uru-2	ZMMLR
ZDP_1214b	Zmm-LR-CTTS-Uru-3	ZMMLR
ZDP_0399a	Zmm-LR-CTUS-Ecu-ELOR	ZMMLR
ZDP_0313b	Zmm-LR-CTUS-Ecu-MANA-1	ZMMLR
ZDP_0384a	Zmm-LR-CTUS-Ecu-MANA-2	ZMMLR
ZDP_0430a	Zmm-LR-CTUS-Ecu-MANA-3	ZMMLR
ZDP_0041a	Zmm-LR-CULL-Arg-HUMA	ZMMLR
ZDP_0194a	Zmm-LR-CURA-Chi-ACUL	ZMMLR
ZDP_0191a	Zmm-LR-CURA-Chi-COLI-1	ZMMLR
ZDP_0193a	Zmm-LR-CURA-Chi-COLI-2	ZMMLR
ZDP_0186a	Zmm-LR-CURA-Chi-CUES	ZMMLR
ZDP_0189a	Zmm-LR-CURG-Chi-FUND	ZMMLR
ZDP_1075a	Zmm-LR-CURG-Chi-HUEL	ZMMLR
ZDP_0188a	Zmm-LR-CURG-Chi-HUER	ZMMLR
ZDP_0190a	Zmm-LR-CURG-Chi-VILU	ZMMLR
ZDP_0271a	Zmm-LR-CUZA-Per-CALC	ZMMLR
ZDP_0276b	Zmm-LR-CUZA-Per-OLLA	ZMMLR
ZDP_1084a	Zmm-LR-CUZA-Per-SJER	ZMMLR
ZDP_0273a	Zmm-LR-CUZA-Per-SSEB	ZMMLR
ZDP_0100b	Zmm-LR-CUZC-Bol-LAPA	ZMMLR
ZDP_0323a	Zmm-LR-CUZC-Ecu	ZMMLR
ZDP_0288a	Zmm-LR-CUZC-Ecu-BIBL	ZMMLR
ZDP_0633a	Zmm-LR-CUZC-Ecu-LOJA	ZMMLR
ZDP_0333b	Zmm-LR-CUZC-Ecu-PEDR	ZMMLR
ZDP_0549a	Zmm-LR-CUZC-Ecu-POMA	ZMMLR
ZDP_0987b	Zmm-LR-CUZC-Per-BAMB	ZMMLR
ZDP_0583a	Zmm-LR-CUZC-Per-CANT	ZMMLR
ZDP_0580a	Zmm-LR-CUZC-Per-HUAM	ZMMLR
ZDP_0021a	Zmm-LR-CUZC-Per-YANA	ZMMLR
ZDP_0274a	Zmm-LR-CUZG-Per-ANDA	ZMMLR
ZDP_0155a	Zmm-LR-CUZG-Per-CAJA	ZMMLR
ZDP_0270a	Zmm-LR-CUZG-Per-PAMP	ZMMLR
ZDP_1079a	Zmm-LR-CVAR-Arg-HUMA	ZMMLR
ZDP_0923a	Zmm-LR-CYFL-Ven-ANZO	ZMMLR
ZDP_0875b	Zmm-LR-CYFL-Ven-BOLI	ZMMLR
ZDP_0816b	Zmm-LR-CYFL-Ven-CARI	ZMMLR
ZDP_0943b	Zmm-LR-CYFL-Ven-COJE	ZMMLR
ZDP_0900b	Zmm-LR-DBPA-Bra	ZMMLR
ZDP_0956a	Zmm-LR-DBRG-Bra-1	ZMMLR
ZDP_1121a	Zmm-LR-DBRG-Bra-2	ZMMLR
ZDP_1122a	Zmm-LR-DBRG-Bra-3	ZMMLR
ZDP_1123a	Zmm-LR-DBRG-Bra-4	ZMMLR
ZDP_1179a	Zmm-LR-DBRG-Bra-5	ZMMLR
ZDP_1180a	Zmm-LR-DBRG-Bra-6	ZMMLR
ZDP_1181b	Zmm-LR-DBRG-Bra-7	ZMMLR
ZDP_1013a	Zmm-LR-DENC-Chi-1	ZMMLR
ZDP_1022a	Zmm-LR-DENC-Chi-2	ZMMLR
ZDP_0642a	Zmm-LR-DENC-Chi-COQU	ZMMLR
ZDP_0198a	Zmm-LR-DENC-Chi-MALL	ZMMLR
S1834	Zmm-LR-DENP-Bra-1	ZMMLR
ZDP_0339a	Zmm-LR-DENP-Bra-2	ZMMLR
ZDP_0910a	Zmm-LR-DENP-Bra-3	ZMMLR
ZDP_1218a	Zmm-LR-DENP-Bra-4	ZMMLR
ZDP_1479b	Zmm-LR-DENP-Bra-5	ZMMLR
ZDP_0952a	Zmm-LR-DRGL-Bra-1	ZMMLR
ZDP_1117b	Zmm-LR-DRGL-Bra-2	ZMMLR
ZDP_1118a	Zmm-LR-DRGL-Bra-3	ZMMLR
ZDP_1176a	Zmm-LR-DRGL-Bra-4	ZMMLR
ZDP_1114a	Zmm-LR-DRGR-Bra-1	ZMMLR
ZDP_1115b	Zmm-LR-DRGR-Bra-2	ZMMLR
ZDP_1116b	Zmm-LR-DRGR-Bra-3	ZMMLR
ZDP_1172a	Zmm-LR-DRGR-Bra-4	ZMMLR
ZDP_1174a	Zmm-LR-DRGR-Bra-5	ZMMLR
ZDP_0874b	Zmm-LR-DUDN-Mex	ZMMLR
ZDP_1052b	Zmm-LR-DUDN-Mex-ALCO	ZMMLR
ZDP_0977a	Zmm-LR-DUDN-Mex-CHIC	ZMMLR
ZDP_0955b	Zmm-LR-DUDN-Mex-NORI-1	ZMMLR
ZDP_0961b	Zmm-LR-DUDN-Mex-NORI-2	ZMMLR
ZDP_0201a	Zmm-LR-DUGB-Chi-MALL-1	ZMMLR
ZDP_0203a	Zmm-LR-DUGB-Chi-MALL-2	ZMMLR
ZDP_0199a	Zmm-LR-DULE-Chi	ZMMLR
ZDP_0568a	Zmm-LR-DULJ-Mex-COLO	ZMMLR
ZDP_1097a	Zmm-LR-DULJ-Mex-MEXQ	ZMMLR
S1248	Zmm-LR-DULJ-Mex-POTR-1	ZMMLR
ZDP_0841a	Zmm-LR-DULJ-Mex-POTR-2	ZMMLR
ZDP_1081a	Zmm-LR-DULJ-Mex-YAHU	ZMMLR
ZDP_0406a	Zmm-LR-DZIT-Gua-ANTO	ZMMLR
ZDP_1192a	Zmm-LR-DZIT-Gua-ASUN-1	ZMMLR
ZDP_1465a	Zmm-LR-DZIT-Gua-ASUN-2	ZMMLR
ZDP_0448a	Zmm-LR-DZIT-Gua-BARR	ZMMLR
ZDP_0416a	Zmm-LR-DZIT-Gua-CUMB	ZMMLR
S1835	Zmm-LR-DZIT-Gua-TENC-1	ZMMLR
ZDP_0393a	Zmm-LR-DZIT-Gua-TENC-2	ZMMLR
ZDP_0946b	Zmm-LR-DZIT-Mex-AMAT	ZMMLR
S1553	Zmm-LR-DZIT-Mex-MUJE-1	ZMMLR
ZDP_1063a	Zmm-LR-DZIT-Mex-MUJE-2	ZMMLR
ZDP_0245b	Zmm-LR-DZIT-Mex-ZAPO	ZMMLR
ZDP_0307a	Zmm-LR-ECAR-Mar-BASS-1	ZMMLR
ZDP_0317a	Zmm-LR-ECAR-Mar-BASS-2	ZMMLR
ZDP_0297a	Zmm-LR-ECAR-Mar-PIER-1	ZMMLR
ZDP_0371a	Zmm-LR-ECAR-Mar-PIER-2	ZMMLR
ZDP_0687b	Zmm-LR-EICH-usa	ZMMLR
ZDP_1103b	Zmm-LR-ELOC-Mex-SMCO	ZMMLR
ZDP_1093b	Zmm-LR-ELOC-Mex-SMHI	ZMMLR
ZDP_0892b	Zmm-LR-ELOC-Mex-TENA	ZMMLR
ZDP_1088b	Zmm-LR-ELOO-Mex-HERN	ZMMLR
ZDP_0824a	Zmm-LR-ELOO-Mex-JALP	ZMMLR
ZDP_0852a	Zmm-LR-ELOO-Mex-POTR	ZMMLR
ZDP_0524a	Zmm-LR-ELOO-Mex-QUIM	ZMMLR
ZDP_0610a	Zmm-LR-ELOO-Mex-TEPA	ZMMLR
ZDP_0607a	Zmm-LR-ELOO-Mex-TIZA	ZMMLR
ZDP_0534a	Zmm-LR-ELOO-Mex-TUXP	ZMMLR
ZDP_1076a	Zmm-LR-ELOO-Mex-ZAPO	ZMMLR
ZDP_0648b	Zmm-LR-ELOS-Mex-MILP	ZMMLR
ZDP_0959b	Zmm-LR-ELOS-Mex-NORI	ZMMLR
ZDP_1062b	Zmm-LR-ELOS-Mex-PENI	ZMMLR
ZDP_0302a	Zmm-LR-ENAG-Ecu-NAPO-1	ZMMLR
ZDP_0577a	Zmm-LR-ENAG-Ecu-NAPO-2	ZMMLR
ZDP_0147a	Zmm-LR-ENAN-Bol-PAND	ZMMLR
ZDP_0986a	Zmm-LR-ENAN-Bol-SANT	ZMMLR
ZDP_0133a	Zmm-LR-ENAN-Bol-TALA-1	ZMMLR
ZDP_0137a	Zmm-LR-ENAN-Bol-TALA-2	ZMMLR
ZDP_0327a	Zmm-LR-ENAN-Per-PUER	ZMMLR
ZDP_0329a	Zmm-LR-ENTR-Bra	ZMMLR
ZDP_0481a	Zmm-LR-FRIA-Gua-CAND	ZMMLR
ZDP_0501a	Zmm-LR-FRIA-Gua-CHAL	ZMMLR
ZDP_0508a	Zmm-LR-FRIA-Gua-DEMO	ZMMLR
ZDP_0469a	Zmm-LR-FRIA-Gua-SLOR	ZMMLR
ZDP_0726a	Zmm-LR-FULT-usa-1	ZMMLR
ZDP_0870a	Zmm-LR-FULT-usa-2	ZMMLR
ZDP_0455a	Zmm-LR-GALL-Ecu-ELOR	ZMMLR
ZDP_0283a	Zmm-LR-GALL-Ecu-NOBA	ZMMLR
ZDP_0319a	Zmm-LR-GALL-Ecu-PICH	ZMMLR
ZDP_0309a	Zmm-LR-GALL-Ecu-PINA	ZMMLR
ZDP_0693b	Zmm-LR-GASF-Can-QC	ZMMLR
ZDP_0738b	Zmm-LR-GAYF-Can-QC	ZMMLR
ZDP_0790a	Zmm-LR-GEHU-Can-MB	ZMMLR
ZDP_0838a	Zmm-LR-GEHU-usa-CO	ZMMLR
ZDP_0723b	Zmm-LR-GEHU-usa-ND-1	ZMMLR
ZDP_0800a	Zmm-LR-GEHU-usa-ND-2	ZMMLR
ZDP_0720a	Zmm-LR-GGLO-usa-1	ZMMLR
ZDP_0734b	Zmm-LR-GGLO-usa-2	ZMMLR
ZDP_0802a	Zmm-LR-GGLO-usa-3	ZMMLR
ZDP_0183a	Zmm-LR-GORD-Mex-AGUA	ZMMLR
ZDP_0588a	Zmm-LR-GORD-Mex-GUER-1	ZMMLR
ZDP_1493b	Zmm-LR-GORD-Mex-GUER-2	ZMMLR
ZDP_0185a	Zmm-LR-GORD-Mex-JUNT	ZMMLR
ZDP_0172b	Zmm-LR-GORD-Mex-MADE	ZMMLR
ZDP_0656b	Zmm-LR-GOUR-usa-TX-1	ZMMLR
ZDP_0665b	Zmm-LR-GOUR-usa-TX-2	ZMMLR
ZDP_0780b	Zmm-LR-GOUR-usa-TX-3	ZMMLR
ZDP_0830a	Zmm-LR-GOUR-usa-TX-4	ZMMLR
ZDP_1111a	Zmm-LR-GRAN-Per-AYAV-1	ZMMLR
ZDP_1169b	Zmm-LR-GRAN-Per-AYAV-2	ZMMLR
ZDP_0008a	Zmm-LR-GRAN-Per-MACA	ZMMLR
ZDP_0907b	Zmm-LR-GUAR-Ven-ANZO-1	ZMMLR
ZDP_0933a	Zmm-LR-GUAR-Ven-ANZO-2	ZMMLR
ZDP_0837a	Zmm-LR-GUAR-Ven-GUAR	ZMMLR
ZDP_0361a	Zmm-LR-GUIR-Col-SABA	ZMMLR
S1807	Zmm-LR-GUIR-Col-VALL-1	ZMMLR
ZDP_0306a	Zmm-LR-GUIR-Col-VALL-2	ZMMLR
ZDP_0349a	Zmm-LR-GUIR-Col-VALL-3	ZMMLR
ZDP_1463a	Zmm-LR-GUIR-Col-VALL-4	ZMMLR
ZDP_0575a	Zmm-LR-HAIY-Hai-JOSA	ZMMLR
ZDP_0523a	Zmm-LR-HAIY-Hai-MORO-1	ZMMLR
ZDP_0564a	Zmm-LR-HAIY-Hai-MORO-2	ZMMLR
ZDP_1101b	Zmm-LR-HAIY-Hai-MORO-3	ZMMLR
ZDP_0604a	Zmm-LR-HARO-Mex-VICE	ZMMLR
S1836	Zmm-LR-HART-Chi-TARA-1	ZMMLR
ZDP_0216a	Zmm-LR-HART-Chi-TARA-2	ZMMLR
ZDP_0217a	Zmm-LR-HART-Chi-TARA-3	ZMMLR
ZDP_0219a	Zmm-LR-HART-Chi-TARA-4	ZMMLR
ZDP_1216b	Zmm-LR-HART-Chi-TARA-5	ZMMLR
ZDP_1490a	Zmm-LR-HART-Chi-TARA-6	ZMMLR
ZDP_0666a	Zmm-LR-HAVA-usa-AZ-1	ZMMLR
ZDP_0676b	Zmm-LR-HAVA-usa-AZ-2	ZMMLR
ZDP_0685b	Zmm-LR-HAVA-usa-AZ-3	ZMMLR
DOE5H-1556	Zmm-LR-HAYS-usa_s	ZMMLR
ZDP_1120a	Zmm-LR-HICK-Bra-1	ZMMLR
ZDP_1178b	Zmm-LR-HICK-Bra-2	ZMMLR
ZDP_0661b	Zmm-LR-HICK-usa-1	ZMMLR
ZDP_0739a	Zmm-LR-HICK-usa-2	ZMMLR
ZDP_0811b	Zmm-LR-HOPI-usa-AZ-1	ZMMLR
ZDP_0821b	Zmm-LR-HOPI-usa-AZ-2	ZMMLR
ZDP_0867b	Zmm-LR-HOPI-usa-AZ-3	ZMMLR
ZDP_0336b	Zmm-LR-HUAC-Per-HUAC-1	ZMMLR
ZDP_0572a	Zmm-LR-HUAC-Per-HUAC-2	ZMMLR
ZDP_0594a	Zmm-LR-HUAC-Per-HUAC-3	ZMMLR
ZDP_0613a	Zmm-LR-HUAC-Per-SUPE	ZMMLR
ZDP_0409a	Zmm-LR-HUAD-Ecu-CARC	ZMMLR
ZDP_0398a	Zmm-LR-HUAD-Ecu-IMBA-1	ZMMLR
ZDP_0427a	Zmm-LR-HUAD-Ecu-IMBA-2	ZMMLR
ZDP_0312a	Zmm-LR-HUAD-Ecu-NATA	ZMMLR
ZDP_0829b	Zmm-LR-HUAL-usa-AZ	ZMMLR
ZDP_0494a	Zmm-LR-HUAN-Per-QUIS	ZMMLR
ZDP_0597a	Zmm-LR-HUAR-Per-HUAR	ZMMLR
ZDP_0616a	Zmm-LR-HUAR-Per-LIRO	ZMMLR
ZDP_0527a	Zmm-LR-HUAR-Per-MONT	ZMMLR
ZDP_0595a	Zmm-LR-HUAR-Per-SUCH	ZMMLR
ZDP_0275b	Zmm-LR-HUAV-Per-CALC	ZMMLR
ZDP_0586a	Zmm-LR-HUAV-Per-SALC	ZMMLR
ZDP_0019a	Zmm-LR-HUAY-Per-CARH	ZMMLR
ZDP_0020a	Zmm-LR-HUAY-Per-HUAY	ZMMLR
ZDP_0817a	Zmm-LR-HUEV-Ven-PREG	ZMMLR
ZDP_0818a	Zmm-LR-HUEV-Ven-SORC	ZMMLR
ZDP_0887b	Zmm-LR-HUEV-Ven-TACH	ZMMLR
ZDP_0109b	Zmm-LR-HUIL-Bol-COCH	ZMMLR
ZDP_1019b	Zmm-LR-HUIL-Bol-TACU	ZMMLR
ZDP_0092b	Zmm-LR-HUIM-Bol	ZMMLR
S1808	Zmm-LR-IMBR-Col-CAJI-1	ZMMLR
ZDP_1031a	Zmm-LR-IMBR-Col-CAJI-2	ZMMLR
ZDP_1200a	Zmm-LR-IMBR-Col-IPIA-1	ZMMLR
ZDP_1469a	Zmm-LR-IMBR-Col-IPIA-2	ZMMLR
ZDP_0148a	Zmm-LR-IMBR-Col-PESC	ZMMLR
ZDP_0519a	Zmm-LR-IMBR-Gua-CALZ	ZMMLR
ZDP_0512a	Zmm-LR-IMBR-Gua-IXCO	ZMMLR
ZDP_0740a	Zmm-LR-ISLE-usa-NM-1	ZMMLR
ZDP_0751a	Zmm-LR-ISLE-usa-NM-2	ZMMLR
ZDP_0635b	Zmm-LR-JALA-Mex-JALA-1	ZMMLR
ZDP_0651a	Zmm-LR-JALA-Mex-JALA-2	ZMMLR
ZDP_1092b	Zmm-LR-JALA-Mex-JALA-3	ZMMLR
ZDP_0619a	Zmm-LR-JALA-Mex-TLAQ	ZMMLR
S1820	Zmm-LR-JALA-Mex-TOCO-1	ZMMLR
ZDP_0566a	Zmm-LR-JALA-Mex-TOCO-2	ZMMLR
ZDP_0670b	Zmm-LR-JELL-usa	ZMMLR
ZDP_0722a	Zmm-LR-JEME-usa-NM-1	ZMMLR
ZDP_0795a	Zmm-LR-JEME-usa-NM-2	ZMMLR
ZDP_0005a	Zmm-LR-JORA-Per-HUAR	ZMMLR
ZDP_0771a	Zmm-LR-JPHL-usa-IA	ZMMLR
S1837	Zmm-LR-KARA-Bol-CHUQ-1	ZMMLR
ZDP_0079b	Zmm-LR-KARA-Bol-CHUQ-2	ZMMLR
ZDP_0128a	Zmm-LR-KARA-Bol-CHUQ-3	ZMMLR
ZDP_0129b	Zmm-LR-KARA-Bol-CHUQ-4	ZMMLR
ZDP_1065a	Zmm-LR-KARA-Bol-CHUQ-5	ZMMLR
ZDP_1068b	Zmm-LR-KARA-Bol-CHUQ-6	ZMMLR
ZDP_0071a	Zmm-LR-KCEL-Bol-COCH	ZMMLR
ZDP_0118a	Zmm-LR-KCEL-Bol-POTO-1	ZMMLR
ZDP_0124b	Zmm-LR-KCEL-Bol-POTO-2	ZMMLR
ZDP_0375a	Zmm-LR-KCEL-Ecu-LOJA-1	ZMMLR
ZDP_0420a	Zmm-LR-KCEL-Ecu-LOJA-2	ZMMLR
ZDP_0440a	Zmm-LR-KCEL-Ecu-LOJA-3	ZMMLR
ZDP_0576a	Zmm-LR-KCUL-Per-ACOR	ZMMLR
S1809	Zmm-LR-KCUL-Per-JERO-1	ZMMLR
ZDP_0631a	Zmm-LR-KCUL-Per-JERO-2	ZMMLR
ZDP_1205b	Zmm-LR-KCUL-Per-JERO-3	ZMMLR
ZDP_1496b	Zmm-LR-KCUL-Per-JERO-4	ZMMLR
ZDP_1102b	Zmm-LR-KCUL-Per-MATA	ZMMLR
ZDP_0754b	Zmm-LR-KRUG-usa-1	ZMMLR
ZDP_0813b	Zmm-LR-KRUG-usa-2	ZMMLR
ZDP_0822a	Zmm-LR-KRUG-usa-3	ZMMLR
ZDP_0840a	Zmm-LR-KRUG-usa-4	ZMMLR
ZDP_0085a	Zmm-LR-KULL-Bol-LAPA	ZMMLR
ZDP_0117a	Zmm-LR-KULL-Bol-POTO-1	ZMMLR
ZDP_1043b	Zmm-LR-KULL-Bol-POTO-2	ZMMLR
ZDP_0760b	Zmm-LR-LADY-usa-IA	ZMMLR
ZDP_0732b	Zmm-LR-LAGU-usa-NM-1	ZMMLR
ZDP_0742a	Zmm-LR-LAGU-usa-NM-2	ZMMLR
ZDP_0659b	Zmm-LR-LANC-usa-1	ZMMLR
ZDP_0859b	Zmm-LR-LANC-usa-2	ZMMLR
ZDP_0966b	Zmm-LR-LENH-Bra	ZMMLR
ZDP_0680b	Zmm-LR-LONF-usa-1	ZMMLR
S1844	Zmm-LR-LONG-Can-ON-1	ZMMLR
ZDP_0770a	Zmm-LR-LONG-Can-ON-2	ZMMLR
ZDP_0801a	Zmm-LR-MACR-usa-ND	ZMMLR
ZDP_1007b	Zmm-LR-MAIZ-Col	ZMMLR
ZDP_0495a	Zmm-LR-MAIZ-Col-PAST	ZMMLR
ZDP_0747a	Zmm-LR-MAND-usa-ND	ZMMLR
ZDP_0553a	Zmm-LR-MARA-Per-HUAN-1	ZMMLR
ZDP_0562a	Zmm-LR-MARA-Per-HUAN-2	ZMMLR
ZDP_0024a	Zmm-LR-MARA-Per-PORO	ZMMLR
ZDP_0023a	Zmm-LR-MARA-Per-TAUC	ZMMLR
ZDP_0221b	Zmm-LR-MARC-Chi-TARA-1	ZMMLR
ZDP_0223a	Zmm-LR-MARC-Chi-TARA-2	ZMMLR
ZDP_1033b	Zmm-LR-MARR-Arg-HUMA	ZMMLR
ZDP_0995a	Zmm-LR-MCAJ-Per-CAJA	ZMMLR
ZDP_0364b	Zmm-LR-MCAJ-Per-LAMU-2	ZMMLR
ZDP_0624a	Zmm-LR-MCAJ-Per-TAUR	ZMMLR
ZDP_0294a	Zmm-LR-MCAN-Per-LIMA	ZMMLR
ZDP_0325a	Zmm-LR-MCAN-Per-YANG	ZMMLR
ZDP_1059b	Zmm-LR-MCHL-Per-AYAB_s	ZMMLR
ZDP_0537b	Zmm-LR-MCHL-Per-OLLE	ZMMLR
ZDP_0287a	Zmm-LR-MCHN-Ecu	ZMMLR
ZDP_0356a	Zmm-LR-MCHN-Ecu-POMA	ZMMLR
ZDP_0320a	Zmm-LR-MCHN-Ecu-SANG-1	ZMMLR
ZDP_0321b	Zmm-LR-MCHN-Ecu-SANG-2	ZMMLR
ZDP_0857b	Zmm-LR-MESC-usa-AZ	ZMMLR
ZDP_0763a	Zmm-LR-MESP-usa-NM-1	ZMMLR
ZDP_0782a	Zmm-LR-MESP-usa-NM-2_s	ZMMLR
ZDP_0776a	Zmm-LR-MEXJ-usa-MO	ZMMLR
ZDP_0677b	Zmm-LR-MEXJ-usa-VA	ZMMLR
ZDP_0717a	Zmm-LR-MHWK-usa-NY	ZMMLR
ZDP_0797b	Zmm-LR-MIDL-usa	ZMMLR
ZDP_0759b	Zmm-LR-MINN-usa-MN	ZMMLR
ZDP_0644a	Zmm-LR-MISH-Ecu-COTO	ZMMLR
ZDP_0281b	Zmm-LR-MISH-Ecu-MANG	ZMMLR
ZDP_0322a	Zmm-LR-MISH-Ecu-URCU	ZMMLR
ZDP_0300a	Zmm-LR-MISH-Ecu-YARU	ZMMLR
ZDP_0516a	Zmm-LR-MIXE-Mex-TOTO	ZMMLR
ZDP_0630a	Zmm-LR-MIXT-Mex-SJDG	ZMMLR
ZDP_0526a	Zmm-LR-MIXT-Mex-YODO	ZMMLR
ZDP_0777a	Zmm-LR-MIYD-usa-1	ZMMLR
ZDP_0868b	Zmm-LR-MIYD-usa-2	ZMMLR
ZDP_0869b	Zmm-LR-MIYD-usa-3	ZMMLR
ZDP_0372a	Zmm-LR-MNTY-Mex-PURE	ZMMLR
ZDP_0548a	Zmm-LR-MNTY-Mex-TAPA-1	ZMMLR
ZDP_0608a	Zmm-LR-MNTY-Mex-TAPA-2	ZMMLR
ZDP_0620a	Zmm-LR-MNTY-Mex-TAPA-3	ZMMLR
ZDP_0611a	Zmm-LR-MOCH-Per-LAMB-1	ZMMLR
ZDP_0622a	Zmm-LR-MOCH-Per-LAMB-2	ZMMLR
ZDP_0601a	Zmm-LR-MOCH-Per-MOCH	ZMMLR
ZDP_0592a	Zmm-LR-MOCH-Per-PICS	ZMMLR
ZDP_0775b	Zmm-LR-MOEN-usa-AZ-1	ZMMLR
ZDP_0785b	Zmm-LR-MOEN-usa-AZ-2	ZMMLR
ZDP_0743b	Zmm-LR-MOHA-usa-AZ-1	ZMMLR
ZDP_0753a	Zmm-LR-MOHA-usa-AZ-2	ZMMLR
ZDP_0030a	Zmm-LR-MONT-Col-CEJA	ZMMLR
S1810	Zmm-LR-MONT-Col-PUER-1	ZMMLR
ZDP_0554a	Zmm-LR-MONT-Col-PUER-2	ZMMLR
