Sample_ID	JG_OTU	Group
ZDP_1468a	Zmm-LR-MONT-Col-SAND	ZMMLR
ZDP_0032a	Zmm-LR-MONT-Col-UNIO	ZMMLR
ZDP_0407a	Zmm-LR-MONT-Ecu-CARC	ZMMLR
ZDP_0335a	Zmm-LR-MONT-Ecu-IMBA-1	ZMMLR
ZDP_0346a	Zmm-LR-MONT-Ecu-IMBA-2	ZMMLR
ZDP_0112a	Zmm-LR-MORA-Bol-CUEV	ZMMLR
S1838	Zmm-LR-MORA-Bol-IRUP-1	ZMMLR
ZDP_1212a	Zmm-LR-MORA-Bol-IRUP-2	ZMMLR
ZDP_1484a	Zmm-LR-MORA-Bol-IRUP-3	ZMMLR
ZDP_0102a	Zmm-LR-MORA-Bol-IVO-1	ZMMLR
ZDP_0103b	Zmm-LR-MORA-Bol-IVO-2	ZMMLR
ZDP_0049a	Zmm-LR-MORO-Arg-HUMA	ZMMLR
ZDP_0034a	Zmm-LR-MORO-Per-JERO	ZMMLR
ZDP_0004a	Zmm-LR-MORO-Per-LUYA	ZMMLR
ZDP_0017a	Zmm-LR-MORO-Per-MARC	ZMMLR
ZDP_0059a	Zmm-LR-MORO-Per-MIGU	ZMMLR
ZDP_0582a	Zmm-LR-MORO-Per-OTUZ	ZMMLR
S1390	Zmm-LR-MOTO-Mex-MOTO-1	ZMMLR
ZDP_0249b	Zmm-LR-MOTO-Mex-MOTO-2	ZMMLR
ZDP_0990b	Zmm-LR-MOTO-Mex-MOTO-3	ZMMLR
ZDP_1446a	Zmm-LR-MOTO-Mex-MOTO-4	ZMMLR
ZDP_0487a	Zmm-LR-MRTG-Par	ZMMLR
ZDP_0066a	Zmm-LR-MRTI-Bol	ZMMLR
ZDP_0318a	Zmm-LR-MRTI-Bra-1	ZMMLR
ZDP_0498a	Zmm-LR-MRTI-Bra-2	ZMMLR
ZDP_0466a	Zmm-LR-MRTI-Bra-3	ZMMLR
ZDP_0971a	Zmm-LR-MRTI-Bra-4	ZMMLR
ZDP_0477a	Zmm-LR-MRTI-Par	ZMMLR
ZDP_0065a	Zmm-LR-MRTP-Bol	ZMMLR
ZDP_0536b	Zmm-LR-MUSH-Mex	ZMMLR
ZDP_1082a	Zmm-LR-MUSH-Mex-LRYS	ZMMLR
ZDP_0643a	Zmm-LR-MUSH-Mex-MACA	ZMMLR
S1260	Zmm-LR-MUSH-Mex-TANA-1	ZMMLR
ZDP_1124a	Zmm-LR-MUSH-Mex-TANA-2	ZMMLR
ZDP_1471a	Zmm-LR-MUSH-Mex-TANA-3	ZMMLR
ZDP_0672b	Zmm-LR-NAVA-usa-AZ-1	ZMMLR
ZDP_0764a	Zmm-LR-NAVA-usa-AZ-2_s	ZMMLR
ZDP_0774b	Zmm-LR-NAVA-usa-AZ-3	ZMMLR
ZDP_0848a	Zmm-LR-NAVA-usa-AZ-4	ZMMLR
ZDP_0425a	Zmm-LR-NDCA-Gua-CHIS	ZMMLR
ZDP_0449a	Zmm-LR-NDCA-Gua-CUES	ZMMLR
ZDP_0467a	Zmm-LR-NDCA-Gua-FINC	ZMMLR
ZDP_0424a	Zmm-LR-NDCA-Gua-MORA	ZMMLR
ZDP_0585a	Zmm-LR-NDCA-Gua-RECU	ZMMLR
ZDP_0415a	Zmm-LR-NDCA-Gua-SANT	ZMMLR
ZDP_0395a	Zmm-LR-NDCA-Gua-VUEL	ZMMLR
ZDP_0482a	Zmm-LR-NDCH-Gua-CANO	ZMMLR
ZDP_0531a	Zmm-LR-NDCH-Gua-COMA	ZMMLR
ZDP_0479a	Zmm-LR-NDCH-Gua-PATZ	ZMMLR
ZDP_0251a	Zmm-LR-NECH-Mex-NAVE	ZMMLR
ZDP_0242b	Zmm-LR-NECH-Mex-REGI	ZMMLR
ZDP_0889b	Zmm-LR-NEFL-usa-1	ZMMLR
ZDP_1050b	Zmm-LR-NEFL-usa-2	ZMMLR
ZDP_0255a	Zmm-LR-NEGR-Col-ACAN	ZMMLR
ZDP_0326a	Zmm-LR-NEGR-Col-RIOH	ZMMLR
ZDP_0476a	Zmm-LR-NEGR-Mex-BOCA	ZMMLR
ZDP_0514a	Zmm-LR-NEGR-Mex-ETLA	ZMMLR
ZDP_0924b	Zmm-LR-NEGR-Ven-1	ZMMLR
ZDP_0926a	Zmm-LR-NEGR-Ven-2	ZMMLR
ZDP_0845a	Zmm-LR-NEGR-Ven-CUAR	ZMMLR
ZDP_0143a	Zmm-LR-NINU-Bol-SANT	ZMMLR
ZDP_0383a	Zmm-LR-NTAB-Gua-BUEN	ZMMLR
ZDP_0414a	Zmm-LR-NTAB-Gua-ELEN	ZMMLR
ZDP_0404a	Zmm-LR-NTAB-Gua-HIER	ZMMLR
ZDP_0426a	Zmm-LR-NTAB-Gua-QUEZ	ZMMLR
ZDP_1054a	Zmm-LR-NTAL-Mex-AYUT	ZMMLR
S1465	Zmm-LR-NTAL-Mex-BEJU-1	ZMMLR
ZDP_0237a	Zmm-LR-NTAL-Mex-BEJU-2	ZMMLR
ZDP_0497a	Zmm-LR-NTAL-Mex-PAPA-1	ZMMLR
ZDP_1048b	Zmm-LR-NTAL-Mex-PAPA-2	ZMMLR
ZDP_0392a	Zmm-LR-NTBA-Gua-CHIQ	ZMMLR
ZDP_0405a	Zmm-LR-NTBA-Gua-SPED	ZMMLR
ZDP_0530a	Zmm-LR-NTBA-Gua-TIER	ZMMLR
ZDP_0437a	Zmm-LR-NTBB-Gua-PROG-1	ZMMLR
ZDP_0483a	Zmm-LR-NTBB-Gua-PROG-2	ZMMLR
ZDP_0436a	Zmm-LR-NTBB-Gua-SSEB	ZMMLR
ZDP_0815a	Zmm-LR-NTEL-Mex-DZIT	ZMMLR
S1817	Zmm-LR-NTEL-Mex-OXKU-1	ZMMLR
ZDP_0805b	Zmm-LR-NTEL-Mex-OXKU-2	ZMMLR
S1433	Zmm-LR-NTEL-Mex-PUEB-1	ZMMLR
ZDP_1044a	Zmm-LR-NTEL-Mex-PUEB-2	ZMMLR
ZDP_1113b	Zmm-LR-NTEL-Mex-TIKO-1	ZMMLR
ZDP_1171a	Zmm-LR-NTEL-Mex-TIKO-2	ZMMLR
ZDP_0468a	Zmm-LR-NTOC-Gua-ESQU	ZMMLR
ZDP_0786a	Zmm-LR-NUET-usa	ZMMLR
ZDP_0847a	Zmm-LR-NWDE-usa-CO	ZMMLR
ZDP_0701b	Zmm-LR-OGLA-usa-SD	ZMMLR
ZDP_0706b	Zmm-LR-OHSW-Can-ON	ZMMLR
ZDP_0050a	Zmm-LR-OKEE-Arg-HUMA	ZMMLR
ZDP_0973b	Zmm-LR-OLTL-Mex-TAMP	ZMMLR
ZDP_0231b	Zmm-LR-OLTL-Mex-TERA-1	ZMMLR
ZDP_0232a	Zmm-LR-OLTL-Mex-TERA-2	ZMMLR
ZDP_0247b	Zmm-LR-OLTL-Mex-TERA-3	ZMMLR
ZDP_0989b	Zmm-LR-OLTL-Mex-TERA-4	ZMMLR
ZDP_1014a	Zmm-LR-OLTL-Mex-TOTO	ZMMLR
ZDP_0234b	Zmm-LR-OLTL-Mex-ZAPO	ZMMLR
ZDP_0502a	Zmm-LR-OLTN-Gua-CARC	ZMMLR
ZDP_0446a	Zmm-LR-OLTN-Gua-CONC	ZMMLR
ZDP_0499b	Zmm-LR-OLTN-Gua-JUAN	ZMMLR
ZDP_0511a	Zmm-LR-OLTN-Gua-MATA	ZMMLR
ZDP_0382a	Zmm-LR-OLTN-Gua-SIBI	ZMMLR
ZDP_0470a	Zmm-LR-OLTN-Gua-ZABA	ZMMLR
ZDP_1030a	Zmm-LR-OLTN-Mex-CHEM	ZMMLR
ZDP_0250a	Zmm-LR-OLTN-Mex-CHIL	ZMMLR
ZDP_1024b	Zmm-LR-OLTN-Mex-ROME	ZMMLR
ZDP_0909b	Zmm-LR-ONAV-Mex-BACA	ZMMLR
S1567	Zmm-LR-ONAV-Mex-GUAD-1	ZMMLR
ZDP_0865b	Zmm-LR-ONAV-Mex-GUAD-2	ZMMLR
ZDP_0929b	Zmm-LR-ONAV-Mex-MAZA	ZMMLR
ZDP_0939b	Zmm-LR-ONAV-Mex-TUBU	ZMMLR
ZDP_0714b	Zmm-LR-OSAG-usa-OK-1	ZMMLR
ZDP_0778a	Zmm-LR-OSAG-usa-OK-2	ZMMLR
ZDP_0506a	Zmm-LR-PAGA-Per-CHUL	ZMMLR
ZDP_0623a	Zmm-LR-PAGA-Per-LLOC	ZMMLR
ZDP_0559a	Zmm-LR-PAJA-Mex-JUAN-1	ZMMLR
ZDP_0578a	Zmm-LR-PAJA-Mex-JUAN-2	ZMMLR
ZDP_0621a	Zmm-LR-PAJA-Mex-JUAN-3	ZMMLR
ZDP_0765a	Zmm-LR-PAPA-usa-AZ-1_s	ZMMLR
ZDP_0850b	Zmm-LR-PAPA-usa-AZ-2	ZMMLR
ZDP_0692b	Zmm-LR-PAPH-usa-AZ-1	ZMMLR
ZDP_0710b	Zmm-LR-PAPH-usa-AZ-2	ZMMLR
ZDP_0781b	Zmm-LR-PAPP-usa-AZ	ZMMLR
ZDP_0315a	Zmm-LR-PARD-Per-HUAC	ZMMLR
ZDP_0035a	Zmm-LR-PARO-Per-JERO-1	ZMMLR
ZDP_1000a	Zmm-LR-PARO-Per-JERO-2	ZMMLR
ZDP_1095b	Zmm-LR-PARO-Per-LUCR	ZMMLR
ZDP_0068a	Zmm-LR-PARU-Bol	ZMMLR
ZDP_0175b	Zmm-LR-PATC-Mex-GOME-1	ZMMLR
ZDP_0176a	Zmm-LR-PATC-Mex-GOME-2	ZMMLR
ZDP_0182a	Zmm-LR-PATC-Mex-GUAL	ZMMLR
ZDP_0173a	Zmm-LR-PATC-Mex-MADE	ZMMLR
ZDP_0093a	Zmm-LR-PATG-Bol-COCH	ZMMLR
ZDP_0993a	Zmm-LR-PATG-Bol-LAPA-1	ZMMLR
ZDP_1011a	Zmm-LR-PATG-Bol-LAPA-2	ZMMLR
ZDP_0985a	Zmm-LR-PATG-Bol-POTO	ZMMLR
ZDP_0088b	Zmm-LR-PATI-Bol-CHUQ	ZMMLR
ZDP_0086b	Zmm-LR-PATI-Bol-POTO-1	ZMMLR
ZDP_0116a	Zmm-LR-PATI-Bol-POTO-2	ZMMLR
ZDP_0331a	Zmm-LR-PATI-Ecu-CEVA	ZMMLR
ZDP_0310a	Zmm-LR-PATI-Ecu-MOCH	ZMMLR
ZDP_0290a	Zmm-LR-PATI-Ecu-QUER_s	ZMMLR
ZDP_0883b	Zmm-LR-PATO-Mex-CALP	ZMMLR
ZDP_0328a	Zmm-LR-PATO-Mex-TOLU-1	ZMMLR
ZDP_0338b	Zmm-LR-PATO-Mex-TOLU-2	ZMMLR
ZDP_0626a	Zmm-LR-PEPI-Mex-CHIN	ZMMLR
ZDP_0574a	Zmm-LR-PEPI-Mex-IGUA	ZMMLR
ZDP_1086b	Zmm-LR-PEPI-Mex-PARA	ZMMLR
S1818	Zmm-LR-PEPI-Mex-TLAL-1	ZMMLR
ZDP_0573a	Zmm-LR-PEPI-Mex-TLAL-2	ZMMLR
ZDP_0484a	Zmm-LR-PERI-Per-HUAC	ZMMLR
ZDP_0006a	Zmm-LR-PERL-Per-HUAR	ZMMLR
ZDP_0603a	Zmm-LR-PERL-Per-HUAU	ZMMLR
ZDP_0304b	Zmm-LR-PERL-Per-LIMA	ZMMLR
ZDP_0571a	Zmm-LR-PERL-Per-VIRU	ZMMLR
ZDP_0098a	Zmm-LR-PERO-Bol-ELPA	ZMMLR
ZDP_0074a	Zmm-LR-PERO-Bol-HSIL	ZMMLR
ZDP_0073a	Zmm-LR-PERO-Bol-LAGU	ZMMLR
ZDP_0097a	Zmm-LR-PERO-Bol-VILL	ZMMLR
ZDP_0265b	Zmm-LR-PIRA-Col-ARBE	ZMMLR
ZDP_0921b	Zmm-LR-PIRA-Col-ESPI_s	ZMMLR
ZDP_0269b	Zmm-LR-PIRA-Col-MESI	ZMMLR
ZDP_1198b	Zmm-LR-PIRA-Col-SUTA-1	ZMMLR
ZDP_1483a	Zmm-LR-PIRA-Col-SUTA-2	ZMMLR
ZDP_0863a	Zmm-LR-PIRA-Ven-1	ZMMLR
ZDP_0878b	Zmm-LR-PIRA-Ven-2	ZMMLR
S1812	Zmm-LR-PIRA-Ven-ATER-1	ZMMLR
ZDP_1071a	Zmm-LR-PIRA-Ven-ATER-2	ZMMLR
ZDP_0965a	Zmm-LR-PIRI-Per-CACE	ZMMLR
ZDP_0970b	Zmm-LR-PIRI-Per-HUAL	ZMMLR
ZDP_0295a	Zmm-LR-PIRI-Per-YURI-1	ZMMLR
ZDP_0305a	Zmm-LR-PIRI-Per-YURI-2	ZMMLR
ZDP_0637b	Zmm-LR-PIRN-Col-ANCU	ZMMLR
ZDP_0473a	Zmm-LR-PIRN-Col-BERR	ZMMLR
ZDP_0461a	Zmm-LR-PIRN-Col-BUES	ZMMLR
ZDP_0833b	Zmm-LR-PIRN-Col-CERR	ZMMLR
ZDP_0127b	Zmm-LR-PISA-Bol-CHUQ	ZMMLR
ZDP_0119a	Zmm-LR-PISA-Bol-COCH	ZMMLR
S1839	Zmm-LR-PISA-Bol-LAPA-1	ZMMLR
ZDP_0108a	Zmm-LR-PISA-Bol-LAPA-2	ZMMLR
ZDP_1034a	Zmm-LR-PISA-Bol-SANT	ZMMLR
ZDP_1209b	Zmm-LR-PISA-Bol-TARI-1	ZMMLR
ZDP_1485a	Zmm-LR-PISA-Bol-TARI-2	ZMMLR
S1813	Zmm-LR-PISC-Per-JERO-1	ZMMLR
ZDP_1207b	Zmm-LR-PISC-Per-JERO-2	ZMMLR
ZDP_1492b	Zmm-LR-PISC-Per-JERO-3	ZMMLR
ZDP_0043a	Zmm-LR-PISI-Arg-HUMA	ZMMLR
ZDP_0105b	Zmm-LR-POJC-Bol-BOYU	ZMMLR
ZDP_0106b	Zmm-LR-POJC-Bol-CUEV	ZMMLR
ZDP_0107b	Zmm-LR-POJC-Bol-IVO	ZMMLR
ZDP_0114a	Zmm-LR-POJC-Bol-SANT	ZMMLR
ZDP_0291a	Zmm-LR-POJC-Ecu-NAPO-1	ZMMLR
ZDP_0293a	Zmm-LR-POJC-Ecu-NAPO-2	ZMMLR
ZDP_0385a	Zmm-LR-POJC-Ecu-NAPO-3	ZMMLR
ZDP_0453a	Zmm-LR-POJC-Ecu-NAPO-4	ZMMLR
S1814	Zmm-LR-POLL-Col-GACH-1	ZMMLR
ZDP_0267a	Zmm-LR-POLL-Col-GACH-2	ZMMLR
BKN_001	Zmm-LR-POLL-Col-GACH-3_f	ZMMLR
BKN_002	Zmm-LR-POLL-Col-GACH-4_f	ZMMLR
ZDP_0152a	Zmm-LR-POLL-Col-GUAT	ZMMLR
ZDP_0268b	Zmm-LR-POLL-Col-MANT	ZMMLR
ZDP_0150a	Zmm-LR-POLL-Col-SOMO	ZMMLR
ZDP_1197a	Zmm-LR-POLL-Col-TIRI-1	ZMMLR
ZDP_1494b	Zmm-LR-POLL-Col-TIRI-2	ZMMLR
ZDP_0826b	Zmm-LR-POLL-Ven-MANG	ZMMLR
DOE5D-0742	Zmm-LR-POLL-Ven-PLAN_s	ZMMLR
ZDP_0861b	Zmm-LR-POLL-Ven-PLAY	ZMMLR
ZDP_0113b	Zmm-LR-PORO-Bol-ROBO	ZMMLR
S1840	Zmm-LR-PORO-Bol-SIGN-1	ZMMLR
ZDP_0091a	Zmm-LR-PORO-Bol-SIGN-2	ZMMLR
ZDP_1154a	Zmm-LR-PORO-Bol-SIGN-3	ZMMLR
ZDP_1210b	Zmm-LR-PORO-Bol-SIGN-4	ZMMLR
ZDP_0725b	Zmm-LR-POTA-usa-KS	ZMMLR
ZDP_0735b	Zmm-LR-POTF-usa-KS	ZMMLR
ZDP_0664b	Zmm-LR-PRIF-usa-RI	ZMMLR
ZDP_0728a	Zmm-LR-PSAL-usa	ZMMLR
ZDP_0681b	Zmm-LR-PUEB-usa-AZ-1	ZMMLR
ZDP_0690b	Zmm-LR-PUEB-usa-AZ-2	ZMMLR
ZDP_0698b	Zmm-LR-PUEB-usa-AZ-3	ZMMLR
ZDP_0708a	Zmm-LR-PUEB-usa-AZ-4	ZMMLR
ZDP_0700b	Zmm-LR-PUHK-usa-AZ-1	ZMMLR
ZDP_0749a	Zmm-LR-PUHK-usa-AZ-2	ZMMLR
ZDP_0360b	Zmm-LR-PUYA-Col-AGUA	ZMMLR
ZDP_0980b	Zmm-LR-PUYA-Col-CONV	ZMMLR
ZDP_0348a	Zmm-LR-PUYA-Col-PINT	ZMMLR
ZDP_0972b	Zmm-LR-PUYA-Col-TEOR	ZMMLR
ZDP_0944b	Zmm-LR-PUYA-Ven	ZMMLR
ZDP_0844a	Zmm-LR-PUYA-Ven-BOMB	ZMMLR
ZDP_0877b	Zmm-LR-PUYA-Ven-ZULI	ZMMLR
ZDP_0967b	Zmm-LR-PUYG-Col-LABA	ZMMLR
ZDP_0976a	Zmm-LR-PUYG-Col-OCAN	ZMMLR
ZDP_0958a	Zmm-LR-PUYG-Col-RAGO	ZMMLR
ZDP_1070b	Zmm-LR-PUYG-Col-SALA	ZMMLR
ZDP_0834a	Zmm-LR-PUYG-Ven-BAJO_s	ZMMLR
ZDP_0842a	Zmm-LR-PUYG-Ven-CAMP	ZMMLR
ZDP_0836a	Zmm-LR-PUYG-Ven-GUAY	ZMMLR
ZDP_0809b	Zmm-LR-PUYG-Ven-MONT	ZMMLR
ZDP_0768a	Zmm-LR-QUAP-usa-OK	ZMMLR
ZDP_0394a	Zmm-LR-QUIE-Gua-JOCO	ZMMLR
ZDP_0542a	Zmm-LR-QUIE-Gua-MALA	ZMMLR
ZDP_0503a	Zmm-LR-QUIL-Gua-ALOT	ZMMLR
ZDP_0533a	Zmm-LR-QUIL-Gua-CHAJ	ZMMLR
ZDP_0532a	Zmm-LR-QUIL-Gua-MALA	ZMMLR
ZDP_0493a	Zmm-LR-QUIL-Gua-USPA	ZMMLR
ZDP_0920b	Zmm-LR-RATN-Mex-COMA	ZMMLR
ZDP_0941b	Zmm-LR-RATN-Mex-CONR	ZMMLR
ZDP_0504a	Zmm-LR-RATN-Mex-PASO	ZMMLR
ZDP_0684b	Zmm-LR-RDYD-usa-1	ZMMLR
ZDP_0744a	Zmm-LR-RDYD-usa-2	ZMMLR
ZDP_0787b	Zmm-LR-RDYD-usa-3	ZMMLR
ZDP_0803a	Zmm-LR-RDYD-usa-4	ZMMLR
ZDP_0812a	Zmm-LR-RDYD-usa-5	ZMMLR
ZDP_0823b	Zmm-LR-RDYD-usa-6	ZMMLR
ZDP_0851a	Zmm-LR-RDYD-usa-7	ZMMLR
ZDP_0957b	Zmm-LR-REVE-Mex-ABAJ-1	ZMMLR
ZDP_1055a	Zmm-LR-REVE-Mex-ABAJ-2	ZMMLR
ZDP_0615a	Zmm-LR-REVE-Mex-PENI	ZMMLR
S1819	Zmm-LR-REVE-Mex-TUXP-1	ZMMLR
ZDP_1058b	Zmm-LR-REVE-Mex-TUXP-2	ZMMLR
ZDP_0026a	Zmm-LR-RIEN-Per-CHIM	ZMMLR
ZDP_0159a	Zmm-LR-RIEN-Per-COND	ZMMLR
ZDP_0007a	Zmm-LR-RIEN-Per-HUAR	ZMMLR
ZDP_0025a	Zmm-LR-RIEN-Per-YAUT	ZMMLR
ZDP_0748b	Zmm-LR-RUTH-Can-SK	ZMMLR
ZDP_1085a	Zmm-LR-RUVA-Ecu-COTO	ZMMLR
ZDP_1072a	Zmm-LR-RUVA-Ecu-MARI	ZMMLR
ZDP_0301a	Zmm-LR-RUVA-Ecu-YARU	ZMMLR
ZDP_0027a	Zmm-LR-RZOR-Per-CARA	ZMMLR
ZDP_1040b	Zmm-LR-RZOR-Per-SICS	ZMMLR
ZDP_0022a	Zmm-LR-RZOR-Per-SIHU	ZMMLR
ZDP_0266b	Zmm-LR-SABA-Col-CHIA	ZMMLR
ZDP_0151a	Zmm-LR-SABA-Col-GUAY	ZMMLR
S1815	Zmm-LR-SABA-Col-TOLE-1	ZMMLR
ZDP_1480b	Zmm-LR-SABA-Col-TOLE-2	ZMMLR
ZDP_0555a	Zmm-LR-SABA-Col-TUQU	ZMMLR
ZDP_0366b	Zmm-LR-SABA-Ecu-CALD	ZMMLR
ZDP_0344a	Zmm-LR-SABA-Ecu-CUSU	ZMMLR
ZDP_0367b	Zmm-LR-SABA-Ecu-NONO	ZMMLR
ZDP_0587a	Zmm-LR-SABA-Ecu-YARU	ZMMLR
ZDP_0157a	Zmm-LR-SABA-Per-BAMB-1	ZMMLR
ZDP_0158a	Zmm-LR-SABA-Per-BAMB-2	ZMMLR
ZDP_0873b	Zmm-LR-SABA-Ven-ESCA	ZMMLR
ZDP_0916b	Zmm-LR-SABA-Ven-MERI-1	ZMMLR
ZDP_0934b	Zmm-LR-SABA-Ven-MERI-2	ZMMLR
ZDP_0806a	Zmm-LR-SABA-Ven-RESG	ZMMLR
ZDP_0772b	Zmm-LR-SACF-usa-IA-1	ZMMLR
ZDP_0799b	Zmm-LR-SACF-usa-IA-2	ZMMLR
ZDP_0490a	Zmm-LR-SALP-Gua-BARR	ZMMLR
ZDP_0520b	Zmm-LR-SALT-Gua-CATX	ZMMLR
ZDP_0500a	Zmm-LR-SALT-Gua-LAGU	ZMMLR
ZDP_0767a	Zmm-LR-SAPO-usa-IA-1	ZMMLR
ZDP_0804a	Zmm-LR-SAPO-usa-IA-2	ZMMLR
ZDP_1223a	Zmm-LR-SARC-Per-RACU	ZMMLR
ZDP_0011a	Zmm-LR-SARC-Per-RANR-1	ZMMLR
ZDP_0012a	Zmm-LR-SARC-Per-RANR-2	ZMMLR
ZDP_0794b	Zmm-LR-SCLA-usa-NM	ZMMLR
ZDP_0618a	Zmm-LR-SCRO-usa-VI	ZMMLR
ZDP_0729a	Zmm-LR-SDOM-usa-NM-1	ZMMLR
ZDP_0773b	Zmm-LR-SDOM-usa-NM-2	ZMMLR
ZDP_0340a	Zmm-LR-SDPA-Bra-1	ZMMLR
ZDP_0881b	Zmm-LR-SDPA-Bra-2	ZMMLR
ZDP_0465a	Zmm-LR-SDPA-Par	ZMMLR
ZDP_0974b	Zmm-LR-SDRG-Bra-1	ZMMLR
ZDP_0978a	Zmm-LR-SDRG-Bra-2	ZMMLR
ZDP_0711a	Zmm-LR-SENH-usa-NY	ZMMLR
ZDP_0609a	Zmm-LR-SERJ-Mex-ATEM	ZMMLR
ZDP_0589a	Zmm-LR-SERJ-Mex-JUAN-1	ZMMLR
ZDP_0600a	Zmm-LR-SERJ-Mex-JUAN-2	ZMMLR
ZDP_0628a	Zmm-LR-SERJ-Mex-JUAN-3	ZMMLR
ZDP_0598a	Zmm-LR-SERJ-Mex-TAPA	ZMMLR
S1538	Zmm-LR-SERM-Mex-YACO-1	ZMMLR
ZDP_0505a	Zmm-LR-SERM-Mex-YACO-2	ZMMLR
ZDP_0521a	Zmm-LR-SERR-Gua-ENCU	ZMMLR
ZDP_0522a	Zmm-LR-SERR-Gua-SERC	ZMMLR
ZDP_0509b	Zmm-LR-SERR-Gua-SPED	ZMMLR
S1841	Zmm-LR-SERR-Gua-SSEB-1	ZMMLR
ZDP_1191a	Zmm-LR-SERR-Gua-SSEB-2	ZMMLR
ZDP_1467a	Zmm-LR-SERR-Gua-SSEB-3	ZMMLR
ZDP_0458a	Zmm-LR-SERR-Gua-TODO	ZMMLR
ZDP_0565a	Zmm-LR-SGRH-Per-ACOB	ZMMLR
ZDP_0545a	Zmm-LR-SGRH-Per-COLC	ZMMLR
ZDP_0605a	Zmm-LR-SGRH-Per-PAMP	ZMMLR
ZDP_0013a	Zmm-LR-SHAJ-Per-ACO-1	ZMMLR
ZDP_0014a	Zmm-LR-SHAJ-Per-ACO-2	ZMMLR
ZDP_0015a	Zmm-LR-SHAJ-Per-CORO	ZMMLR
ZDP_0671b	Zmm-LR-SHOE-usa-MO-1	ZMMLR
ZDP_0704b	Zmm-LR-SHOE-usa-MO-2	ZMMLR
ZDP_0707b	Zmm-LR-SIOU-usa-SD-1	ZMMLR
ZDP_0779b	Zmm-LR-SIOU-usa-SD-2	ZMMLR
ZDP_0688b	Zmm-LR-SKFL-Can-SK	ZMMLR
ZDP_0783a	Zmm-LR-SLOR-usa-NM-1	ZMMLR
ZDP_0819a	Zmm-LR-SLOR-usa-NM-2_s	ZMMLR
ZDP_0540b	Zmm-LR-SMAR-Gua-COMI	ZMMLR
ZDP_0471a	Zmm-LR-SMAR-Gua-GRAN	ZMMLR
ZDP_0529a	Zmm-LR-SMAR-Gua-PALE	ZMMLR
ZDP_0491a	Zmm-LR-SMAR-Gua-SPED	ZMMLR
ZDP_0724a	Zmm-LR-SMUT-usa-MI	ZMMLR
ZDP_0667b	Zmm-LR-SPAN-usa-IA	ZMMLR
ZDP_0691b	Zmm-LR-SQUA-usa-CO	ZMMLR
ZDP_0655b	Zmm-LR-SSHO-usa	ZMMLR
ZDP_0718b	Zmm-LR-STRA-usa-IA	ZMMLR
ZDP_0755b	Zmm-LR-SUPG-usa-IA	ZMMLR
ZDP_0547a	Zmm-LR-TABL-Mex-AUTL-1	ZMMLR
ZDP_0606a	Zmm-LR-TABL-Mex-AUTL-2	ZMMLR
ZDP_1069a	Zmm-LR-TABL-Mex-LRIV	ZMMLR
ZDP_1073a	Zmm-LR-TABL-Mex-SANA	ZMMLR
ZDP_0567a	Zmm-LR-TABL-Mex-TECA	ZMMLR
ZDP_1089b	Zmm-LR-TABL-Mex-TUXP	ZMMLR
ZDP_1056a	Zmm-LR-TABP-Mex-CHIL	ZMMLR
ZDP_0645a	Zmm-LR-TABP-Mex-LPEN	ZMMLR
ZDP_0462a	Zmm-LR-TABP-Mex-PALM	ZMMLR
ZDP_0721a	Zmm-LR-TAOS-usa-NM-1	ZMMLR
ZDP_0741b	Zmm-LR-TAOS-usa-NM-2	ZMMLR
ZDP_1029b	Zmm-LR-TEHU-Mex-ALVA	ZMMLR
ZDP_0225b	Zmm-LR-TEHU-Mex-FINC	ZMMLR
ZDP_0241a	Zmm-LR-TEHU-Mex-MAZA	ZMMLR
ZDP_0236a	Zmm-LR-TEHU-Mex-SANA	ZMMLR
ZDP_0238a	Zmm-LR-TEHU-Mex-TRIN	ZMMLR
ZDP_0997a	Zmm-LR-TEHU-Mex-ZAPO	ZMMLR
ZDP_0447a	Zmm-LR-TEPE-Gua-ASIN	ZMMLR
ZDP_0541a	Zmm-LR-TEPE-Gua-CHAP	ZMMLR
ZDP_0435a	Zmm-LR-TEPE-Gua-MONT	ZMMLR
ZDP_0492a	Zmm-LR-TEPE-Gua-PANZ	ZMMLR
ZDP_0233b	Zmm-LR-TEPE-Mex-CHIA	ZMMLR
ZDP_0240b	Zmm-LR-TEPE-Mex-ESCU	ZMMLR
ZDP_0486a	Zmm-LR-TEPE-Mex-JICA	ZMMLR
ZDP_0224a	Zmm-LR-TEPE-Mex-MAPA	ZMMLR
ZDP_1006a	Zmm-LR-TEPE-Mex-ROSE	ZMMLR
ZDP_0750a	Zmm-LR-TESU-usa-NM-1	ZMMLR
ZDP_0762a	Zmm-LR-TESU-usa-NM-2_s	ZMMLR
ZDP_0703b	Zmm-LR-TNRC-usa-VA	ZMMLR
ZDP_0485a	Zmm-LR-TOCH-Mex-AMAT	ZMMLR
ZDP_0579a	Zmm-LR-TOCH-Mex-COLO-1	ZMMLR
ZDP_1061a	Zmm-LR-TOCH-Mex-COLO-2	ZMMLR
S1526	Zmm-LR-TOCH-Mex-COMA-1	ZMMLR
ZDP_0474a	Zmm-LR-TOCH-Mex-COMA-2	ZMMLR
ZDP_1188a	Zmm-LR-TOCH-Mex-COMA-3	ZMMLR
ZDP_1472a	Zmm-LR-TOCH-Mex-COMA-4	ZMMLR
ZDP_1087a	Zmm-LR-TOCH-Mex-MONT	ZMMLR
